"cex","commit_stage_i.commit_instr_i[0].ex.valid","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[0].use_pc","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.commit_instr_i[1].ex.valid","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.commit_instr_i[1].ex.valid","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.commit_instr_i[1].ex.valid","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[1].use_pc","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.csr_write_fflags_o","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.csr_write_fflags_o","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.dirty_fp_state_o","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.dirty_fp_state_o","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.exception_o.valid","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.exception_o.valid","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.fence_i_o","commit_stage_i.commit_instr_i[0].use_imm"
"cex","commit_stage_i.fence_i_o","commit_stage_i.commit_instr_i[1].use_imm"
"proven","commit_stage_i.fence_i_o","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.fence_i_o","commit_stage_i.no_st_pending_i"
"proven","commit_stage_i.fence_o","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.fence_o","commit_stage_i.no_st_pending_i"
"proven","commit_stage_i.no_st_pending_i","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.we_fpr_o[0]","commit_stage_i.commit_lsu_ready_i"
"cex","commit_stage_i.we_fpr_o[0]","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_ack_o[1]","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.commit_ack_o[1]","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[0].is_compressed","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[0].use_pc","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[1].is_compressed","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[1].use_pc","commit_stage_i.commit_instr_i[0].use_imm"
"cex","commit_stage_i.commit_instr_i[1].use_pc","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.commit_instr_i[1].use_pc","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[1].valid","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.commit_instr_i[1].valid","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.fence_o","commit_stage_i.commit_instr_i[0].use_imm"
"cex","commit_stage_i.fence_o","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.we_gpr_o[1]","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.we_gpr_o[1]","commit_stage_i.no_st_pending_i"
"cex","commit_stage_i.commit_instr_i[0].ex.valid","commit_stage_i.commit_instr_i[0].use_imm"
"cex","commit_stage_i.commit_instr_i[0].ex.valid","commit_stage_i.commit_instr_i[1].use_imm"
"cex","commit_stage_i.exception_o.valid","commit_stage_i.commit_instr_i[0].use_imm"
"cex","commit_stage_i.exception_o.valid","commit_stage_i.commit_instr_i[1].use_imm"
